respondent_id,age_group,gender,region,membership,satisfaction,q_quality,q_price,q_support,recommend_score,heard_from,free_comment
973,20代,回答しない,近畿,無料会員,3,3,4.0,3.0,5.0,友人・知人,改善に期待
974,10代,男性,近畿,無料会員,3,3,3.0,4.0,8.0,SNS,改善に期待
975,20代,女性,関東,無料会員,3,4,4.0,2.0,4.0,検索,特になし
976,30代,女性,中国・四国,無料会員,4,4,,3.0,9.0,広告,コスパが良い
977,40代,男性,近畿,無料会員,4,5,3.0,4.0,8.0,広告,コスパが良い
978,20代,女性,北海道・東北,有料会員,4,4,5.0,4.0,6.0,SNS,コスパが良い
979,20代,男性,北海道・東北,無料会員,4,4,3.0,4.0,8.0,SNS,使いやすい
980,20代,女性,中国・四国,有料会員,4,4,3.0,5.0,8.0,友人・知人,品揃えが豊富
981,40代,女性,九州・沖縄,有料会員,5,5,5.0,,9.0,検索,
982,20代,女性,北海道・東北,有料会員,4,4,4.0,3.0,10.0,SNS,使いやすい
983,40代,女性,中部,有料会員,4,3,5.0,4.0,7.0,検索,コスパが良い
984,30代,男性,近畿,無料会員,3,2,2.0,4.0,7.0,広告,特になし
985,20代,女性,関東,有料会員,4,4,3.0,4.0,9.0,広告,使いやすい
986,40代,男性,近畿,無料会員,3,5,3.0,3.0,6.0,友人・知人,普通
987,50代,女性,関東,無料会員,3,3,2.0,,8.0,メディア記事,特になし
988,60代以上,女性,中部,無料会員,3,3,3.0,1.0,7.0,SNS,改善に期待
989,20代,女性,北海道・東北,無料会員,4,3,4.0,,7.0,友人・知人,品揃えが豊富
990,40代,女性,関東,無料会員,4,4,5.0,3.0,10.0,メディア記事,コスパが良い
991,50代,男性,関東,無料会員,3,2,3.0,2.0,7.0,メディア記事,
992,50代,男性,関東,無料会員,2,3,2.0,2.0,1.0,SNS,問い合わせ対応が遅い
993,40代,男性,関東,無料会員,4,4,2.0,3.0,7.0,友人・知人,
994,50代,女性,近畿,無料会員,4,3,3.0,5.0,8.0,SNS,サポートが丁寧
995,30代,男性,九州・沖縄,無料会員,2,5,1.0,1.0,4.0,検索,在庫切れが多い
996,40代,女性,近畿,無料会員,4,4,5.0,4.0,8.0,検索,使いやすい
997,50代,男性,関東,無料会員,3,4,1.0,3.0,5.0,友人・知人,改善に期待
998,30代,男性,近畿,無料会員,2,2,3.0,2.0,6.0,広告,値段が高い
999,30代,男性,関東,有料会員,3,3,2.0,3.0,6.0,検索,特になし
1000,50代,男性,北海道・東北,有料会員,4,4,4.0,4.0,10.0,友人・知人,デザインが好き
1001,50代,男性,中部,無料会員,2,3,3.0,1.0,3.0,友人・知人,在庫切れが多い
1002,40代,女性,近畿,無料会員,2,2,3.0,3.0,4.0,その他,動作が重い
1003,50代,女性,関東,無料会員,3,5,3.0,3.0,5.0,検索,特になし
1004,10代,男性,中部,無料会員,3,3,4.0,4.0,3.0,SNS,
1005,20代,男性,中部,無料会員,4,4,4.0,3.0,6.0,SNS,使いやすい
1006,20代,回答しない,中部,無料会員,3,3,2.0,4.0,6.0,メディア記事,
1007,50代,女性,九州・沖縄,無料会員,2,4,1.0,1.0,5.0,検索,解約しづらい
1008,20代,女性,中国・四国,無料会員,2,3,2.0,3.0,5.0,広告,解約しづらい
1009,20代,女性,関東,有料会員,4,4,,5.0,8.0,検索,使いやすい
1010,40代,男性,中部,無料会員,3,3,3.0,4.0,4.0,検索,普通
1011,40代,女性,関東,有料会員,5,5,4.0,5.0,10.0,SNS,品揃えが豊富
1012,30代,女性,近畿,有料会員,5,5,4.0,5.0,9.0,SNS,コスパが良い
1013,40代,女性,中部,無料会員,3,3,2.0,4.0,7.0,SNS,普通
1014,30代,女性,中部,無料会員,3,3,3.0,4.0,5.0,友人・知人,普通
1015,50代,女性,関東,無料会員,3,4,3.0,,6.0,検索,普通
1016,30代,男性,九州・沖縄,有料会員,4,4,3.0,,7.0,広告,サポートが丁寧
1017,40代,男性,中部,有料会員,4,4,5.0,3.0,5.0,友人・知人,コスパが良い
1018,40代,男性,関東,無料会員,3,4,3.0,2.0,6.0,検索,改善に期待
1019,20代,男性,関東,無料会員,4,3,2.0,4.0,7.0,広告,
1020,60代以上,女性,中国・四国,有料会員,4,5,4.0,4.0,7.0,友人・知人,使いやすい
1021,30代,男性,九州・沖縄,有料会員,4,4,4.0,5.0,9.0,SNS,サポートが丁寧
1022,50代,男性,関東,無料会員,4,4,3.0,5.0,8.0,友人・知人,品揃えが豊富
1023,30代,男性,九州・沖縄,有料会員,4,5,4.0,4.0,9.0,友人・知人,デザインが好き
1024,30代,男性,関東,無料会員,3,3,2.0,3.0,7.0,友人・知人,特になし
1025,20代,女性,関東,有料会員,3,4,3.0,4.0,4.0,友人・知人,特になし
1026,40代,男性,関東,無料会員,3,5,2.0,4.0,5.0,友人・知人,特になし
1027,30代,回答しない,近畿,無料会員,4,4,4.0,3.0,6.0,広告,品揃えが豊富
1028,30代,男性,北海道・東北,無料会員,2,3,3.0,2.0,4.0,検索,問い合わせ対応が遅い
1029,50代,男性,近畿,無料会員,3,4,2.0,2.0,7.0,検索,改善に期待
1030,20代,男性,中部,無料会員,2,3,2.0,4.0,5.0,友人・知人,動作が重い
1031,20代,女性,中国・四国,有料会員,3,3,4.0,3.0,6.0,広告,普通
1032,30代,男性,中国・四国,有料会員,4,4,3.0,5.0,7.0,友人・知人,デザインが好き
1033,40代,男性,中国・四国,無料会員,4,4,2.0,5.0,6.0,友人・知人,使いやすい
1034,40代,女性,関東,無料会員,3,3,4.0,3.0,6.0,メディア記事,特になし
1035,30代,男性,関東,無料会員,4,2,4.0,4.0,10.0,SNS,使いやすい
1036,50代,女性,九州・沖縄,有料会員,3,4,3.0,,3.0,広告,普通
1037,40代,女性,近畿,無料会員,3,3,3.0,4.0,8.0,SNS,特になし
1038,10代,女性,近畿,無料会員,3,4,2.0,2.0,7.0,検索,改善に期待
1039,40代,男性,北海道・東北,有料会員,4,3,4.0,4.0,6.0,検索,品揃えが豊富
1040,30代,女性,九州・沖縄,無料会員,3,5,3.0,3.0,6.0,SNS,普通
1041,20代,女性,北海道・東北,有料会員,3,4,4.0,4.0,4.0,メディア記事,特になし
1042,40代,男性,近畿,無料会員,4,4,4.0,4.0,7.0,広告,デザインが好き
1043,10代,女性,関東,無料会員,1,3,2.0,2.0,2.0,メディア記事,問い合わせ対応が遅い
1044,40代,男性,近畿,有料会員,4,4,4.0,3.0,9.0,友人・知人,品揃えが豊富
1045,40代,男性,関東,無料会員,4,5,3.0,2.0,10.0,検索,デザインが好き
1046,20代,男性,中国・四国,有料会員,4,3,3.0,4.0,5.0,広告,コスパが良い
1047,30代,回答しない,中部,無料会員,3,5,3.0,2.0,4.0,検索,改善に期待
1048,20代,男性,関東,無料会員,3,4,2.0,3.0,,広告,改善に期待
1049,40代,女性,中国・四国,無料会員,2,2,2.0,,4.0,メディア記事,解約しづらい
1050,30代,女性,関東,有料会員,4,5,3.0,5.0,7.0,SNS,
1051,60代以上,男性,関東,有料会員,4,4,4.0,4.0,7.0,SNS,サポートが丁寧
1052,40代,男性,中部,有料会員,5,5,5.0,3.0,10.0,検索,デザインが好き
1053,50代,女性,中国・四国,有料会員,4,5,3.0,5.0,5.0,友人・知人,品揃えが豊富
1054,20代,女性,中部,無料会員,3,3,2.0,2.0,4.0,広告,特になし
1055,50代,女性,北海道・東北,無料会員,2,4,4.0,2.0,2.0,メディア記事,値段が高い
1056,20代,女性,近畿,有料会員,3,4,3.0,3.0,6.0,SNS,特になし
1057,40代,女性,関東,有料会員,4,4,4.0,4.0,8.0,広告,コスパが良い
1058,30代,男性,関東,無料会員,4,3,4.0,3.0,,広告,コスパが良い
1059,60代以上,男性,北海道・東北,無料会員,2,3,3.0,,3.0,検索,値段が高い
1060,40代,女性,関東,有料会員,3,3,2.0,5.0,5.0,SNS,普通
1061,50代,女性,関東,無料会員,3,3,4.0,3.0,7.0,SNS,特になし
1062,40代,男性,関東,無料会員,4,4,4.0,3.0,7.0,検索,サポートが丁寧
1063,60代以上,男性,近畿,有料会員,4,5,2.0,3.0,7.0,検索,
1064,30代,男性,近畿,無料会員,3,4,2.0,4.0,4.0,友人・知人,
1065,40代,女性,近畿,有料会員,5,4,3.0,,,広告,サポートが丁寧
1066,20代,女性,中国・四国,有料会員,4,4,5.0,4.0,10.0,友人・知人,品揃えが豊富
1067,20代,女性,中部,有料会員,4,4,4.0,3.0,9.0,メディア記事,品揃えが豊富
1068,50代,女性,北海道・東北,有料会員,3,4,1.0,4.0,7.0,広告,改善に期待
1069,10代,女性,関東,無料会員,2,2,2.0,3.0,,SNS,動作が重い
1070,30代,回答しない,関東,無料会員,3,2,3.0,4.0,5.0,SNS,普通
1071,30代,男性,近畿,有料会員,4,3,4.0,4.0,6.0,広告,サポートが丁寧
1072,30代,男性,九州・沖縄,無料会員,4,3,3.0,4.0,10.0,検索,コスパが良い
1073,30代,女性,関東,有料会員,3,3,5.0,4.0,7.0,広告,特になし
1074,30代,女性,関東,無料会員,5,4,4.0,3.0,10.0,友人・知人,品揃えが豊富
1075,50代,女性,中部,有料会員,3,4,4.0,2.0,6.0,広告,普通
1076,20代,男性,近畿,無料会員,4,3,4.0,3.0,6.0,SNS,品揃えが豊富
1077,40代,女性,北海道・東北,無料会員,4,3,2.0,3.0,9.0,検索,サポートが丁寧
1078,60代以上,女性,九州・沖縄,無料会員,3,4,2.0,3.0,7.0,広告,改善に期待
1079,50代,男性,中部,無料会員,4,3,2.0,4.0,7.0,SNS,品揃えが豊富
1080,30代,女性,近畿,無料会員,4,4,5.0,3.0,10.0,検索,使いやすい
1081,40代,女性,中部,無料会員,4,3,4.0,4.0,10.0,SNS,デザインが好き
1082,30代,女性,九州・沖縄,無料会員,5,4,4.0,5.0,9.0,広告,
1083,50代,女性,関東,無料会員,3,4,4.0,3.0,5.0,広告,普通
1084,40代,女性,中国・四国,無料会員,3,4,2.0,2.0,5.0,メディア記事,特になし
1085,40代,女性,九州・沖縄,有料会員,3,4,5.0,3.0,6.0,検索,改善に期待
1086,30代,女性,中部,無料会員,3,5,4.0,,7.0,検索,改善に期待
1087,30代,女性,関東,無料会員,4,5,4.0,3.0,8.0,広告,サポートが丁寧
1088,30代,男性,近畿,有料会員,2,3,4.0,,2.0,検索,問い合わせ対応が遅い
1089,30代,男性,中国・四国,無料会員,2,3,2.0,2.0,6.0,広告,値段が高い
1090,20代,女性,中国・四国,有料会員,3,5,2.0,4.0,5.0,検索,特になし
1091,40代,女性,中国・四国,無料会員,3,3,3.0,4.0,5.0,友人・知人,普通
1092,30代,女性,近畿,有料会員,4,4,5.0,3.0,,友人・知人,品揃えが豊富
1093,20代,男性,中部,有料会員,5,5,4.0,,10.0,友人・知人,サポートが丁寧
1094,40代,女性,近畿,無料会員,2,4,2.0,2.0,6.0,SNS,値段が高い
1095,30代,女性,中部,無料会員,3,4,4.0,3.0,5.0,メディア記事,改善に期待
1096,30代,女性,近畿,無料会員,4,3,4.0,4.0,8.0,SNS,コスパが良い
1097,50代,女性,関東,有料会員,4,4,4.0,4.0,6.0,検索,
1098,40代,女性,近畿,無料会員,2,4,1.0,1.0,5.0,広告,動作が重い
1099,40代,男性,関東,有料会員,4,4,3.0,4.0,8.0,検索,品揃えが豊富
1100,20代,女性,近畿,有料会員,4,4,4.0,5.0,7.0,検索,デザインが好き
1101,20代,女性,中国・四国,無料会員,4,4,4.0,3.0,8.0,検索,サポートが丁寧
1102,20代,回答しない,中部,有料会員,4,5,3.0,5.0,9.0,検索,デザインが好き
1103,30代,男性,中部,無料会員,2,4,2.0,4.0,3.0,友人・知人,動作が重い
1104,40代,女性,関東,無料会員,4,2,3.0,4.0,9.0,友人・知人,デザインが好き
1105,20代,回答しない,中国・四国,無料会員,3,3,2.0,4.0,7.0,検索,改善に期待
1106,60代以上,回答しない,関東,有料会員,4,4,4.0,4.0,7.0,広告,デザインが好き
1107,10代,女性,九州・沖縄,有料会員,5,4,4.0,5.0,8.0,SNS,デザインが好き
1108,40代,回答しない,関東,無料会員,3,3,3.0,3.0,7.0,検索,普通
1109,40代,女性,関東,無料会員,4,4,2.0,3.0,6.0,広告,サポートが丁寧
1110,20代,女性,中部,有料会員,4,5,5.0,5.0,9.0,SNS,サポートが丁寧
1111,50代,男性,関東,無料会員,1,2,3.0,1.0,1.0,SNS,問い合わせ対応が遅い
1112,30代,女性,関東,有料会員,4,4,4.0,4.0,9.0,SNS,コスパが良い
1113,30代,回答しない,中部,無料会員,3,5,1.0,3.0,6.0,メディア記事,特になし
1114,40代,女性,関東,無料会員,3,3,3.0,4.0,6.0,友人・知人,改善に期待
1115,40代,女性,中国・四国,無料会員,3,3,2.0,3.0,4.0,検索,普通
1116,30代,女性,関東,有料会員,4,4,3.0,,9.0,SNS,サポートが丁寧
1117,50代,男性,北海道・東北,無料会員,3,4,3.0,5.0,6.0,その他,改善に期待
1118,20代,女性,中部,無料会員,2,2,3.0,3.0,4.0,友人・知人,値段が高い
1119,20代,女性,中国・四国,有料会員,4,5,2.0,3.0,6.0,検索,品揃えが豊富
1120,30代,男性,関東,有料会員,4,3,4.0,4.0,9.0,友人・知人,
1121,50代,女性,関東,無料会員,2,4,3.0,2.0,3.0,友人・知人,問い合わせ対応が遅い
1122,40代,女性,関東,無料会員,2,4,3.0,1.0,4.0,メディア記事,在庫切れが多い
1123,60代以上,女性,中部,有料会員,4,5,4.0,5.0,8.0,その他,使いやすい
1124,30代,女性,関東,無料会員,1,2,1.0,1.0,3.0,広告,動作が重い
1125,40代,男性,近畿,無料会員,3,4,2.0,4.0,,メディア記事,改善に期待
1126,10代,男性,近畿,無料会員,3,3,3.0,4.0,6.0,SNS,改善に期待
1127,30代,女性,中国・四国,無料会員,3,3,1.0,4.0,4.0,検索,特になし
1128,50代,男性,近畿,有料会員,3,4,4.0,5.0,8.0,検索,普通
1129,40代,男性,中国・四国,無料会員,3,3,2.0,4.0,8.0,その他,普通
1130,30代,男性,近畿,無料会員,2,3,1.0,4.0,6.0,その他,
1131,30代,男性,北海道・東北,無料会員,4,4,4.0,3.0,6.0,SNS,コスパが良い
1132,30代,男性,中部,無料会員,3,3,2.0,4.0,7.0,友人・知人,普通
1133,40代,男性,関東,無料会員,2,3,1.0,4.0,4.0,検索,
1134,20代,女性,関東,無料会員,4,4,4.0,4.0,9.0,友人・知人,コスパが良い
1135,10代,男性,中国・四国,有料会員,4,4,5.0,3.0,8.0,検索,使いやすい
1136,20代,女性,関東,無料会員,2,3,4.0,1.0,7.0,友人・知人,解約しづらい
1137,40代,男性,九州・沖縄,無料会員,4,3,3.0,4.0,10.0,検索,コスパが良い
1138,50代,女性,九州・沖縄,有料会員,4,3,5.0,4.0,8.0,検索,コスパが良い
1139,30代,女性,関東,有料会員,4,5,3.0,3.0,,SNS,コスパが良い
1140,30代,女性,中部,無料会員,2,3,2.0,2.0,3.0,友人・知人,問い合わせ対応が遅い
1141,40代,女性,北海道・東北,無料会員,4,5,3.0,3.0,8.0,広告,品揃えが豊富
1142,20代,男性,北海道・東北,有料会員,4,4,4.0,4.0,10.0,その他,コスパが良い
1143,50代,女性,北海道・東北,無料会員,3,3,4.0,4.0,5.0,SNS,特になし
1144,30代,女性,北海道・東北,有料会員,4,4,4.0,4.0,7.0,検索,コスパが良い
1145,30代,女性,九州・沖縄,有料会員,4,4,,5.0,8.0,友人・知人,サポートが丁寧
1146,20代,女性,近畿,無料会員,3,3,2.0,4.0,6.0,広告,特になし
1147,30代,男性,近畿,有料会員,4,5,3.0,4.0,8.0,SNS,使いやすい
1148,20代,女性,関東,無料会員,2,2,2.0,4.0,2.0,その他,動作が重い
1149,30代,女性,関東,有料会員,3,3,2.0,5.0,7.0,検索,特になし
1150,20代,女性,関東,無料会員,2,2,4.0,2.0,4.0,検索,動作が重い
1151,20代,回答しない,近畿,有料会員,4,4,4.0,,9.0,その他,コスパが良い
1152,30代,男性,中国・四国,無料会員,2,3,2.0,4.0,4.0,検索,値段が高い
1153,20代,女性,中国・四国,有料会員,4,5,3.0,3.0,9.0,SNS,品揃えが豊富
1154,20代,女性,中部,有料会員,5,3,4.0,4.0,10.0,広告,サポートが丁寧
1155,40代,女性,中国・四国,有料会員,4,5,4.0,3.0,9.0,友人・知人,デザインが好き
1156,30代,男性,関東,無料会員,3,3,2.0,4.0,6.0,広告,
1157,40代,男性,関東,無料会員,2,3,2.0,2.0,2.0,友人・知人,問い合わせ対応が遅い
1158,10代,女性,北海道・東北,無料会員,3,4,,4.0,7.0,SNS,普通
1159,40代,男性,中部,無料会員,3,3,3.0,4.0,6.0,その他,普通
1160,30代,男性,北海道・東北,無料会員,3,5,2.0,3.0,6.0,SNS,改善に期待
1161,30代,男性,関東,有料会員,4,5,3.0,3.0,9.0,メディア記事,使いやすい
1162,30代,女性,近畿,有料会員,3,4,4.0,4.0,5.0,広告,改善に期待
1163,40代,女性,関東,無料会員,3,2,3.0,3.0,7.0,検索,
1164,30代,女性,九州・沖縄,無料会員,2,3,1.0,2.0,5.0,メディア記事,在庫切れが多い
1165,30代,男性,近畿,無料会員,2,3,2.0,3.0,4.0,メディア記事,
1166,20代,女性,九州・沖縄,無料会員,4,4,3.0,3.0,8.0,検索,品揃えが豊富
1167,20代,男性,九州・沖縄,無料会員,4,2,4.0,5.0,7.0,友人・知人,品揃えが豊富
1168,30代,女性,九州・沖縄,有料会員,4,5,4.0,4.0,10.0,友人・知人,コスパが良い
1169,50代,男性,関東,無料会員,4,4,3.0,,7.0,検索,コスパが良い
1170,20代,男性,関東,有料会員,4,3,4.0,3.0,,検索,使いやすい
1171,30代,男性,九州・沖縄,有料会員,5,5,4.0,3.0,10.0,友人・知人,コスパが良い
1172,50代,女性,近畿,有料会員,4,5,4.0,4.0,8.0,SNS,コスパが良い
1173,20代,女性,北海道・東北,無料会員,3,4,3.0,3.0,9.0,検索,
1174,40代,女性,近畿,無料会員,3,4,2.0,3.0,8.0,友人・知人,改善に期待
1175,40代,女性,近畿,無料会員,3,3,4.0,3.0,9.0,友人・知人,改善に期待
1176,30代,女性,近畿,無料会員,5,5,3.0,3.0,10.0,SNS,コスパが良い
1177,60代以上,男性,九州・沖縄,無料会員,4,2,4.0,3.0,10.0,検索,使いやすい
1178,20代,男性,近畿,有料会員,4,4,5.0,4.0,10.0,友人・知人,コスパが良い
1179,40代,男性,近畿,無料会員,2,3,4.0,,6.0,友人・知人,問い合わせ対応が遅い
1180,30代,女性,関東,無料会員,3,4,4.0,3.0,8.0,SNS,特になし
1181,50代,女性,近畿,有料会員,5,5,4.0,5.0,10.0,友人・知人,
1182,20代,女性,九州・沖縄,無料会員,4,3,4.0,4.0,7.0,メディア記事,デザインが好き
1183,50代,女性,中国・四国,無料会員,3,4,2.0,3.0,8.0,検索,普通
1184,50代,男性,中部,無料会員,2,3,3.0,3.0,3.0,広告,問い合わせ対応が遅い
1185,20代,回答しない,中部,無料会員,2,3,3.0,1.0,5.0,検索,動作が重い
1186,30代,男性,北海道・東北,無料会員,3,5,3.0,2.0,7.0,SNS,改善に期待
1187,30代,女性,関東,無料会員,3,2,4.0,4.0,4.0,検索,特になし
1188,60代以上,男性,関東,有料会員,5,5,4.0,4.0,10.0,広告,デザインが好き
1189,30代,男性,近畿,無料会員,3,4,3.0,2.0,6.0,友人・知人,改善に期待
1190,60代以上,男性,九州・沖縄,無料会員,4,3,2.0,5.0,7.0,SNS,コスパが良い
1191,40代,男性,中国・四国,有料会員,2,3,,3.0,4.0,検索,問い合わせ対応が遅い
1192,30代,男性,近畿,無料会員,4,3,4.0,5.0,7.0,SNS,サポートが丁寧
1193,20代,男性,九州・沖縄,無料会員,4,4,4.0,3.0,,広告,デザインが好き
1194,30代,女性,関東,有料会員,4,4,4.0,4.0,10.0,検索,デザインが好き
1195,50代,女性,近畿,無料会員,4,4,3.0,3.0,8.0,検索,品揃えが豊富
1196,10代,女性,九州・沖縄,無料会員,2,3,2.0,3.0,2.0,メディア記事,
1197,10代,女性,関東,無料会員,4,3,2.0,4.0,8.0,検索,コスパが良い
1198,60代以上,女性,関東,有料会員,4,4,5.0,4.0,9.0,メディア記事,使いやすい
1199,40代,女性,中国・四国,有料会員,3,4,3.0,4.0,7.0,検索,特になし
1200,30代,男性,関東,無料会員,4,5,3.0,3.0,7.0,友人・知人,デザインが好き
